borrower_id,age,gender,education_level,employment_type,years_experience,household_size,rural_urban,monthly_income_usd,loan_amount_usd,loan_amount_local,tenor_days,term_months,interest_rate_apr,interest_rate_daily,repayment_frequency,grace_period_days,loan_purpose,has_collateral,collateral_type,group_lending,previous_loans_count,previous_defaults,credit_score,inflation_rate,region_gdp_growth,default_30d,default_90d,default
8de4f1dd-8448-43bc-9f2c-42512c85b40a,50,Female,None,Salaried,18,3,Urban,158.94,200.42,4938.66,111,12,12.65,0.000347,Bi-weekly,3,Health,0,None,0,5,0,559,9.64,3.84,0,0,0
928a8b94-3a39-4326-a8d1-497c669aa9e5,49,Male,Primary,Informal,15,4,Rural,171.27,541.62,13833.03,156,9,10.36,0.000284,Bi-weekly,3,Agriculture,1,Land,1,1,0,536,13.49,3.35,0,0,0
2151a5fb-e1d6-474e-92a2-6a089031aa97,42,Female,Primary,Self-employed,10,5,Rural,140.01,155.13,3890.31,314,3,16.91,0.000463,Bi-weekly,5,Trading,0,None,1,0,0,534,12.42,1.59,0,0,0
b826fd2b-0abc-4f4d-8dfe-f6f0e0ef469d,42,Male,Secondary,Salaried,8,3,Rural,307.25,862.86,18425.93,46,24,19.88,0.000545,Bi-weekly,5,Agriculture,0,None,1,1,0,639,10.27,1.41,0,0,0
dd32f7e9-1417-456b-ba96-b664cbaa1139,41,Male,Secondary,Self-employed,10,2,Urban,126.32,142.88,3314.71,66,6,10.81,0.000296,Weekly,3,Health,1,Land,0,2,0,516,6.04,4.54,0,0,0
d26326b7-6f56-4c5a-b4bb-d7f6742b1d25,22,Female,None,Informal,6,3,Rural,125.95,225.48,4888.64,129,6,19.89,0.000545,Bi-weekly,2,Agriculture,1,Land,0,3,0,542,10.54,5.2,0,0,0
9fcf2ea1-4be1-4311-8c23-d9f48a2e1c3c,43,Female,Secondary,Informal,13,4,Rural,126.05,225.39,5256.19,124,6,12.76,0.00035,Weekly,2,Services,0,None,1,4,0,538,10.21,1.99,0,0,0
bb29517c-15d4-4b0f-9ffa-31bab264860d,19,Female,Primary,Self-employed,3,4,Urban,143.61,749.24,18506.46,160,12,16.35,0.000448,Bi-weekly,1,Trading,0,None,1,4,0,480,12.08,3.15,0,0,0
a21f893b-a926-4e6d-a144-7082ee9d52af,25,Male,Primary,Informal,5,1,Urban,78.49,50.0,1312.41,24,3,18.54,0.000508,Monthly,2,Health,0,None,0,3,0,551,10.73,4.81,0,0,0
94397f17-e3b2-42b7-b36e-93f72344bc5b,51,Female,None,Informal,15,4,Urban,108.14,957.52,25822.07,295,12,14.88,0.000408,Monthly,1,Trading,1,Equipment,1,1,1,528,5.0,5.04,0,0,0
1574d4f7-0121-40d6-bde7-46dfabd1bfae,45,Male,Secondary,Salaried,15,2,Urban,171.47,237.62,6826.51,163,6,17.1,0.000468,Monthly,2,Agriculture,1,Land,0,7,1,607,5.0,-1.85,0,0,0
9cbe2fce-2c72-4db7-a183-1031b32d3034,53,Female,Secondary,Salaried,16,5,Rural,164.36,359.37,9014.45,50,9,14.08,0.000386,Monthly,2,Agriculture,1,Vehicle,1,2,0,580,11.14,7.38,0,0,0
8991a731-850c-41ad-b509-564a8e2ba2ba,32,Male,Secondary,Informal,7,2,Urban,197.39,571.35,14283.54,33,18,18.05,0.000494,Monthly,4,Services,0,None,0,2,0,680,5.0,4.06,1,1,1
6cc19281-2a90-4624-9ea2-137b335dda62,21,Female,Primary,Self-employed,1,6,Urban,42.84,122.13,2782.04,272,9,19.46,0.000533,Bi-weekly,5,Trading,0,None,1,4,0,577,10.07,0.53,0,0,0
9711d50d-c84b-469b-b9ce-69ed65f7f848,32,Female,Secondary,Unemployed,4,4,Rural,80.67,347.02,8137.08,131,9,14.33,0.000393,Monthly,4,Trading,0,None,0,0,0,527,5.0,3.02,0,0,0
d1737474-0527-4e4c-bffa-883e984e1d8d,36,Male,None,Informal,6,8,Rural,177.47,585.04,15306.15,275,3,13.22,0.000362,Monthly,4,Agriculture,0,None,0,6,1,467,11.92,1.11,0,1,1
b7246de1-ca8b-443d-b409-fe8fc58e691a,36,Male,Primary,Self-employed,9,5,Urban,146.4,1019.33,28385.87,236,9,13.6,0.000373,Bi-weekly,4,Trading,0,None,0,1,0,612,14.16,4.21,0,1,1
bfb38255-2e61-475b-a46e-8ca72c630884,49,Female,Secondary,Informal,14,4,Urban,145.86,536.34,14504.93,73,3,16.46,0.000451,Bi-weekly,3,Education,0,None,1,3,0,562,12.77,2.59,0,0,0
042e8399-3cea-4301-b308-2113e2d5f9cf,31,Male,Secondary,Salaried,2,5,Rural,292.8,582.42,13994.57,244,18,11.64,0.000319,Weekly,7,Services,1,Equipment,1,2,1,633,10.34,7.05,0,0,0
2dba37bd-dde5-4dd2-a16d-96f7f26649bd,39,Male,None,Informal,8,5,Urban,87.22,137.35,3188.63,291,6,16.75,0.000459,Monthly,4,Trading,0,None,0,4,1,415,11.46,1.48,0,0,1
50f38531-5879-4708-92ae-583c797d4b96,23,Female,None,Informal,5,4,Urban,92.43,143.95,3199.29,325,6,15.49,0.000424,Monthly,2,Services,1,Land,0,2,1,439,7.59,2.37,0,0,0
eb0aa8ea-9946-4cf0-adb2-1943dba1081e,40,Female,Primary,Salaried,6,4,Urban,118.31,616.85,15315.15,358,6,16.22,0.000444,Bi-weekly,2,Trading,0,None,1,2,0,540,10.28,4.17,0,0,0
4e2254ed-1007-45f4-a05a-0107f7832216,35,Female,Tertiary,Self-employed,10,4,Rural,568.5,1938.72,50000.0,321,24,15.06,0.000413,Monthly,2,Agriculture,0,None,1,2,0,626,6.29,2.63,0,0,0
aef6378f-d666-415f-907c-ef5d229b12a7,26,Female,Primary,Salaried,4,4,Urban,147.55,626.0,15135.76,271,9,17.14,0.00047,Monthly,3,Agriculture,0,None,0,2,1,445,7.13,4.72,0,0,1
9898ba04-ca96-42eb-acfe-e2e8efb60234,32,Female,Secondary,Salaried,5,4,Urban,200.28,50.0,1199.77,285,3,12.38,0.000339,Monthly,1,Trading,0,None,1,4,0,655,12.64,0.7,0,0,0
9ab83020-d169-43f7-b236-316745f3950d,33,Female,Secondary,Self-employed,8,4,Urban,234.89,109.23,2683.42,44,6,8.0,0.000219,Weekly,2,Trading,0,None,1,3,1,573,10.6,2.26,0,0,0
9a4f8b73-a7bc-4a1f-8454-f36505b55621,32,Female,Primary,Self-employed,8,5,Rural,69.68,164.27,4029.27,131,6,17.05,0.000467,Monthly,0,Agriculture,0,None,0,4,1,330,5.0,6.18,1,1,1
6057e62b-6832-4694-9780-c6ceb12083b0,56,Male,Secondary,Self-employed,11,6,Urban,176.3,372.43,9334.64,231,6,11.11,0.000304,Weekly,5,Trading,0,None,1,2,0,560,10.49,3.8,0,0,0
7ad77cc1-a846-47ec-813f-d5712fbde15f,34,Male,None,Unemployed,7,7,Urban,149.53,361.04,7641.1,18,18,15.66,0.000429,Monthly,3,Agriculture,1,Land,1,3,1,554,10.63,1.6,0,0,1
b13159e0-6c65-44b5-ae34-759fcbfaf714,32,Female,Primary,Salaried,9,3,Rural,145.38,702.71,16485.67,249,18,11.71,0.000321,Bi-weekly,8,Trading,1,Land,1,1,0,510,11.93,5.11,0,0,0
a5cc16d8-4e2d-4bc2-bffe-21b38d58e280,18,Female,Tertiary,Self-employed,0,2,Urban,606.9,1649.44,40174.64,160,12,17.73,0.000486,Weekly,3,Health,0,None,1,6,0,584,6.53,3.39,0,0,0
7639c5f9-f322-4be6-8e8f-d064bcc78a5f,24,Male,Tertiary,Self-employed,0,7,Urban,198.15,502.76,12743.63,106,6,12.86,0.000352,Bi-weekly,3,Trading,1,Vehicle,1,1,1,488,9.53,-1.86,0,0,0
c54727e0-ff70-41e0-99fd-8c416b477bdc,32,Male,Tertiary,Informal,2,10,Urban,344.17,288.7,6953.88,159,9,12.83,0.000351,Bi-weekly,1,Services,0,None,0,0,0,617,13.23,1.99,0,0,0
51cd3aa6-56b4-433c-bec5-d0b533ac1350,27,Female,Tertiary,Unemployed,4,6,Rural,333.59,339.79,8582.66,19,6,17.44,0.000478,Weekly,3,Agriculture,1,Land,1,2,0,626,12.47,7.81,0,0,0
d7628944-cfb1-482e-8380-bbb8629a342b,52,Male,None,Self-employed,8,4,Rural,130.73,329.24,7902.03,38,18,16.77,0.000459,Monthly,7,Agriculture,0,None,1,2,1,521,7.07,-0.09,0,0,0
563c03dd-8bf0-477a-8d50-2d325cfec7f2,33,Female,Primary,Unemployed,6,5,Rural,156.69,476.34,12482.15,68,18,17.12,0.000469,Weekly,3,Agriculture,0,None,1,3,1,518,7.61,4.54,0,0,0
ffa5fd74-15ab-4fb5-8587-9eb32f78bf16,50,Female,Primary,Informal,18,5,Urban,163.74,166.56,4234.65,11,9,11.96,0.000328,Weekly,5,Trading,0,None,0,2,0,590,10.47,3.01,0,0,0
4adc8a96-d841-42df-99f4-91deae8d3523,36,Male,Tertiary,Self-employed,3,5,Rural,146.03,516.15,13022.45,255,3,11.82,0.000324,Weekly,3,Trading,1,Land,1,4,0,524,10.35,4.34,0,0,0
6fe17de7-f2bb-4ed2-ad04-8643fd5b604e,35,Female,Primary,Salaried,7,3,Rural,193.92,131.64,3444.27,172,3,16.95,0.000464,Monthly,6,Trading,1,Land,1,3,2,425,9.79,5.54,0,0,1
e0303b1f-5633-43f8-aa6f-0d2985d49018,34,Female,Secondary,Unemployed,15,7,Urban,268.8,89.61,2313.85,41,3,14.11,0.000387,Weekly,4,Trading,1,Equipment,1,2,1,551,15.17,3.44,0,0,0
34d63aee-6867-44c1-8c03-79bdff38b62c,35,Male,Secondary,Informal,9,3,Rural,262.57,341.97,8241.42,332,3,11.38,0.000312,Weekly,2,Trading,0,None,1,0,0,587,13.82,4.67,0,0,0
392caa07-1f04-4c01-8b00-9341585bada1,56,Female,Secondary,Informal,13,7,Rural,243.21,1048.72,24900.47,290,9,15.43,0.000423,Weekly,4,Agriculture,1,Equipment,0,1,0,688,13.57,4.87,0,0,0
114606e0-64ac-4469-b60b-87dac45fe2d0,18,Female,Secondary,Self-employed,0,6,Urban,221.9,1056.66,28509.13,202,12,22.37,0.000613,Weekly,5,Education,0,None,0,1,1,437,9.69,-0.58,1,1,1
7479fa59-5a9e-4e85-8130-fa075e65c95c,18,Female,None,Self-employed,2,8,Urban,70.38,50.0,1394.27,52,6,13.77,0.000377,Bi-weekly,0,Services,0,None,1,1,1,324,9.5,5.36,1,1,1
011693d1-ac2a-4cc5-8307-a9cbd13eb323,28,Male,None,Self-employed,12,7,Rural,154.62,121.92,3258.71,118,12,12.49,0.000342,Bi-weekly,2,Agriculture,0,None,0,2,2,341,12.23,1.84,0,1,1
d6ac1354-2d2a-4eaf-bc15-578d27b5c1db,35,Female,Tertiary,Self-employed,6,1,Rural,165.23,600.08,16016.7,339,9,13.41,0.000367,Weekly,0,Agriculture,0,None,1,0,0,547,9.51,2.64,0,0,0
fd7c6a50-324c-4173-b7be-390b35229acb,43,Female,Primary,Informal,8,2,Urban,153.77,274.59,6436.76,135,6,12.67,0.000347,Weekly,5,Trading,1,Equipment,1,1,0,535,9.68,3.92,0,0,0
372d5d3e-38a5-46a7-b188-024cd8c04cec,41,Female,None,Salaried,5,5,Rural,151.18,764.44,18912.11,82,6,18.13,0.000497,Monthly,4,Education,1,Land,0,4,0,672,7.65,0.28,0,0,0
b53eb0ee-ae58-4592-8d27-4af86e41adea,30,Female,Secondary,Informal,7,9,Rural,155.04,566.57,13906.51,351,12,20.18,0.000553,Weekly,3,Agriculture,0,None,1,1,1,543,7.3,3.16,0,1,1
d4cf2a1d-17da-489f-ab4a-c1b1b112221f,47,Female,Secondary,Informal,7,4,Rural,316.58,1013.76,24829.46,13,9,16.5,0.000452,Weekly,3,Agriculture,0,None,1,8,0,704,9.4,1.78,0,0,0
9bbfeb67-eddc-4804-a774-3a2f6c417993,47,Female,Secondary,Unemployed,10,2,Urban,212.12,289.98,6895.11,364,6,16.01,0.000439,Weekly,3,Education,0,None,1,2,1,567,11.07,0.41,0,0,0
713188e0-5875-4013-92db-c8a98fcb0ed5,37,Female,Tertiary,Informal,6,7,Urban,266.27,724.55,18478.94,328,6,14.96,0.00041,Weekly,3,Services,0,None,1,2,1,550,14.1,5.64,0,0,0
b76e8917-ed74-465d-a699-58e22c723d6e,47,Female,Primary,Unemployed,15,9,Urban,140.08,982.33,25070.61,351,9,20.56,0.000563,Monthly,8,Agriculture,0,None,0,2,1,386,13.48,0.75,0,0,1
66293d1a-9480-4ec1-a932-c18b0b5afbd9,38,Male,Primary,Salaried,7,3,Urban,110.48,295.22,6973.35,324,12,18.01,0.000493,Monthly,2,Services,1,Equipment,0,1,0,456,7.01,3.41,0,0,0
ad907e91-26af-490b-ad7b-91a301fe43f4,28,Male,Primary,Unemployed,7,4,Urban,437.03,807.43,19282.64,348,9,19.99,0.000548,Bi-weekly,3,Trading,0,None,0,0,0,735,9.0,2.93,0,0,0
0a369013-9a69-45f2-86ec-ee556bbd3017,43,Female,Secondary,Informal,5,9,Rural,165.9,296.44,7496.88,345,18,10.59,0.00029,Monthly,4,Agriculture,0,None,1,3,0,548,14.43,4.28,0,0,0
b620b9a7-078b-4d68-93c7-f71253cb5e98,36,Female,None,Informal,9,2,Urban,40.0,50.0,1247.19,228,3,19.36,0.00053,Monthly,5,Education,0,None,1,2,0,501,12.73,-0.03,0,0,0
bc3a2be3-bac6-4bde-a002-4f03d0e7b453,35,Female,Secondary,Self-employed,4,3,Urban,129.11,139.35,3356.73,96,12,17.08,0.000468,Monthly,3,Services,1,Equipment,0,3,1,499,13.05,0.2,0,0,0
f460c9dc-9d58-4ac7-8b94-f167275bd629,53,Male,Tertiary,Salaried,12,3,Urban,288.78,368.73,9103.1,140,6,18.82,0.000516,Weekly,3,Health,1,Land,0,2,0,727,6.89,5.36,0,0,0
36f9a947-d540-4d49-81a1-ece75e408d32,18,Female,Tertiary,Salaried,2,5,Urban,153.25,108.22,2491.54,174,6,20.15,0.000552,Bi-weekly,3,Services,0,None,1,0,0,584,10.71,1.32,0,1,1
de869301-ecf4-40f1-b8bb-46288477be20,18,Female,Secondary,Self-employed,2,4,Urban,305.83,253.76,6595.89,80,9,12.53,0.000343,Weekly,2,Agriculture,0,None,1,2,1,494,11.02,1.9,0,0,0
a7e6af49-6769-4782-ac1b-2678e7c8b177,21,Female,Tertiary,Self-employed,3,4,Rural,340.53,144.45,3524.79,116,12,16.04,0.00044,Bi-weekly,9,Agriculture,0,None,1,6,0,699,10.75,3.81,0,0,0
90f69a59-2533-4902-a266-96a90148f3bd,31,Female,None,Informal,15,7,Rural,68.38,82.78,2015.56,331,9,11.84,0.000324,Weekly,3,Agriculture,1,Vehicle,0,1,0,469,12.93,0.74,0,0,0
e67562cc-4900-430e-b164-8a1aa07570ff,32,Female,Tertiary,Self-employed,4,7,Urban,128.59,469.44,12069.83,215,12,19.63,0.000538,Weekly,6,Education,0,None,1,3,0,555,6.14,0.4,0,0,1
0561bcfa-212f-48c6-8136-a353782e94d2,18,Female,Secondary,Self-employed,2,8,Urban,94.53,181.54,4823.07,195,6,12.32,0.000337,Weekly,2,Services,0,None,1,2,0,528,8.84,5.96,0,0,0
e04ad5e0-12b0-4e0b-9678-fab2fe0aa743,23,Female,Tertiary,Salaried,0,5,Urban,235.65,438.62,10966.52,34,24,9.85,0.00027,Bi-weekly,1,Trading,1,Vehicle,0,0,0,573,8.26,4.05,0,0,0
0dad2c9e-2cf6-4c74-9b4b-9ef19383d9c0,25,Male,None,Unemployed,4,7,Urban,57.59,238.47,5737.06,263,9,11.92,0.000326,Bi-weekly,1,Agriculture,0,None,0,4,0,533,13.97,5.85,1,1,1
c0829a57-f3cc-4ec3-b728-78dff9543f9f,64,Female,None,Salaried,12,3,Rural,117.42,749.49,19186.01,311,3,13.08,0.000358,Monthly,2,Trading,0,None,1,1,0,647,11.21,3.76,0,0,0
4c494f00-987b-4f7e-bc6c-3a4996433924,57,Male,Tertiary,Self-employed,15,7,Urban,688.8,2000.0,50000.0,167,18,12.41,0.00034,Weekly,0,Education,0,None,0,1,0,671,13.0,1.09,0,0,0
69fbefd4-d45a-4e1f-9413-10f80b2c0d32,30,Female,Primary,Self-employed,7,7,Rural,155.19,402.7,10255.76,170,6,15.45,0.000423,Monthly,5,Agriculture,0,None,0,3,0,574,7.83,1.52,1,1,1
a0637e7b-02e0-47c5-bdca-ff58a67f3c60,31,Male,Primary,Informal,6,3,Rural,162.23,321.06,8415.9,20,6,17.58,0.000482,Monthly,3,Services,0,None,0,2,1,428,5.67,1.01,0,0,1
536eaf7c-5c45-4e37-b369-c32d3be6a35a,21,Male,Secondary,Salaried,5,6,Urban,115.82,210.1,5196.64,93,9,11.05,0.000303,Bi-weekly,3,Education,0,None,0,2,0,530,6.59,0.91,0,1,1
493ee46f-ee18-4c1f-be26-1e6423d2cd5b,18,Female,Secondary,Informal,0,5,Urban,202.06,638.75,16947.34,270,12,18.74,0.000513,Monthly,1,Health,0,None,0,5,0,527,13.74,4.58,0,0,0
bf5a96bf-c554-4583-b89b-00bc3da8e5bb,34,Female,Tertiary,Self-employed,9,6,Urban,215.1,444.97,10738.14,157,6,15.99,0.000438,Monthly,1,Trading,0,None,1,5,0,498,13.28,2.57,0,0,0
d49b9063-0945-474b-9d16-69f1b94eebea,23,Female,Secondary,Self-employed,7,7,Rural,193.96,408.35,9788.26,273,18,18.59,0.000509,Bi-weekly,1,Agriculture,0,None,1,1,1,422,11.5,2.88,0,0,0
f41097f0-5c21-4256-a0c6-543e16ded612,34,Female,None,Self-employed,3,5,Urban,184.37,406.73,10714.44,148,3,15.68,0.00043,Bi-weekly,5,Services,0,None,0,1,1,522,11.61,3.57,0,1,1
7b99ac91-fc45-4989-ad46-1612f20c0073,18,Female,Secondary,Unemployed,0,8,Urban,284.03,352.04,9033.91,317,3,18.37,0.000503,Weekly,5,Services,0,None,0,3,1,479,9.8,1.96,0,0,0
7c61faea-d520-42e1-b2b3-a39d750d77d7,26,Female,Secondary,Self-employed,5,3,Urban,217.75,91.95,2276.78,194,3,11.61,0.000318,Monthly,3,Services,0,None,0,2,1,526,8.24,3.95,0,0,0
34a0eaa9-e4e2-47b3-88f7-b5d3ad60cb78,37,Male,None,Self-employed,11,3,Rural,137.51,208.62,5210.5,325,9,15.24,0.000418,Monthly,1,Trading,1,Land,0,1,1,451,10.19,-0.3,0,1,1
781b1b00-e4e9-4995-8c3c-7fc69ef27328,39,Male,Tertiary,Informal,14,4,Urban,221.37,1025.83,25186.11,281,12,12.84,0.000352,Monthly,3,Trading,0,None,0,4,0,616,5.21,0.69,0,0,0
33b1b62f-f7b5-4c92-82a1-9ebc936304b8,40,Male,None,Unemployed,9,3,Urban,154.95,794.32,19618.61,70,6,16.93,0.000464,Weekly,5,Services,0,None,1,3,1,479,8.65,1.46,0,0,0
def3111e-7b96-42d1-a93e-51b175dd180e,19,Female,Tertiary,Unemployed,2,5,Urban,141.27,585.55,13556.41,327,6,16.69,0.000457,Weekly,7,Trading,1,Land,0,1,0,607,17.99,3.64,0,0,0
2da7b3aa-2277-4125-842c-f582012d1555,45,Female,Primary,Salaried,8,4,Urban,148.55,255.94,6100.95,337,6,17.54,0.000481,Monthly,8,Services,0,None,1,2,0,605,9.77,7.68,0,0,0
f497f57c-f9fc-4640-8e4c-c95be314d11a,25,Female,Secondary,Informal,6,4,Urban,359.03,471.98,11690.24,157,3,17.07,0.000468,Weekly,3,Agriculture,0,None,1,1,0,606,9.61,-0.87,0,0,0
e05c7f46-3392-4659-a7b5-f68f06770af5,43,Female,Secondary,Informal,9,4,Rural,177.74,960.82,21759.94,330,18,17.51,0.00048,Monthly,2,Agriculture,0,None,1,1,0,545,11.3,1.94,0,0,0
b6290f37-1d89-4cfe-a0d2-a17d337ef0f9,35,Male,Secondary,Informal,7,5,Urban,96.11,98.29,2138.85,355,12,15.76,0.000432,Bi-weekly,3,Trading,0,None,1,5,0,567,7.64,1.88,0,0,0
43233226-a372-44b9-be33-4324484a6b8b,18,Female,Secondary,Self-employed,2,5,Urban,147.98,362.05,8174.82,224,6,13.73,0.000376,Weekly,2,Trading,0,None,1,0,0,537,6.75,4.27,0,0,0
e99984ea-420b-4372-9f0a-c4e5c5cfdab9,31,Male,Secondary,Self-employed,9,6,Urban,322.49,1408.78,37706.03,344,18,18.3,0.000501,Monthly,5,Trading,1,Vehicle,0,2,0,662,11.14,3.89,0,0,0
4d550051-6c3b-48e8-8ad7-4b6d3484cb4e,39,Female,Secondary,Self-employed,7,4,Rural,80.68,212.81,5932.28,26,6,12.7,0.000348,Weekly,6,Agriculture,0,None,1,4,0,475,10.68,5.97,0,0,0
5a031a50-d99a-4cfa-a7cb-e185445ac37e,42,Female,Tertiary,Informal,8,1,Urban,374.52,639.38,16250.09,26,18,13.72,0.000376,Weekly,3,Trading,0,None,1,3,2,435,8.78,1.85,0,0,0
5efd99b0-9f3b-4339-b2df-271e9b075799,33,Female,None,Informal,9,7,Rural,90.4,463.6,11466.78,351,24,17.17,0.00047,Monthly,4,Agriculture,0,None,1,3,0,533,5.0,3.48,0,0,1
bf93fa77-8a85-4485-961f-4c7205c9fd52,53,Female,None,Unemployed,3,3,Rural,77.93,197.41,5274.63,353,6,14.64,0.000401,Bi-weekly,5,Trading,0,None,1,1,1,475,16.97,2.94,0,1,1
a16ebaf5-da65-4651-a5f6-d0e94dd6a478,47,Male,Primary,Informal,10,5,Urban,150.47,404.47,9445.29,263,9,13.95,0.000382,Monthly,1,Agriculture,0,None,1,1,0,563,16.14,1.38,0,0,0
7d628e80-d8bd-41ec-ad5d-dd7659c31ce8,32,Female,Primary,Unemployed,3,5,Urban,237.51,1098.24,27957.56,121,18,19.07,0.000522,Monthly,5,Trading,0,None,0,1,0,583,14.36,4.13,0,0,0
f5d9a631-620c-4d2b-b556-df9dde1caf76,44,Female,Primary,Unemployed,15,11,Urban,178.39,57.03,1452.28,49,6,8.0,0.000219,Monthly,3,Health,1,Land,0,4,1,519,7.16,-0.3,1,1,1
fa7388a2-e1ff-4a2e-90c5-cc8a741d7067,58,Male,Primary,Salaried,13,1,Urban,266.01,693.99,17083.12,217,6,17.67,0.000484,Bi-weekly,2,Services,0,None,0,2,0,579,7.11,2.41,0,0,0
1fcc7c26-00b0-411b-924f-00882ae0b8d4,59,Female,Tertiary,Salaried,13,3,Urban,505.87,625.95,13904.75,287,3,8.68,0.000238,Bi-weekly,1,Services,0,None,1,0,0,676,8.79,6.97,0,0,0
85b5d5e2-ea6d-4baf-8a85-cef55da74656,20,Female,None,Unemployed,3,6,Rural,108.86,228.64,6096.47,305,6,14.95,0.00041,Weekly,4,Trading,0,None,1,1,0,560,7.65,0.54,0,0,1
894226cb-37bb-4f89-b8b6-28c4c1cc9107,24,Female,Secondary,Informal,3,2,Rural,158.39,402.15,9707.59,189,9,17.85,0.000489,Weekly,4,Agriculture,0,None,1,1,0,638,5.0,4.28,0,0,0
ba0859c6-af50-4e2f-bdcd-7eedc7924c86,53,Male,Secondary,Self-employed,12,5,Rural,297.61,431.43,10330.08,314,6,16.67,0.000457,Monthly,7,Agriculture,0,None,1,1,1,509,8.74,8.0,0,0,0
c4d04a20-0caf-4046-85d8-ec8099a8e13b,22,Female,Secondary,Self-employed,5,2,Urban,230.57,583.23,13258.16,324,6,13.06,0.000358,Monthly,2,Trading,0,None,1,0,0,601,9.9,-0.87,0,0,0
1ffb0970-d769-4817-9b53-fa36928bcd87,19,Female,Secondary,Self-employed,2,5,Urban,106.88,335.32,8680.05,263,6,16.41,0.00045,Monthly,5,Trading,0,None,0,1,0,518,6.06,1.37,0,0,0
0b7f74cf-266b-4e11-86dd-b4ec7c61009f,29,Male,Tertiary,Salaried,5,5,Rural,250.82,613.58,15677.09,62,24,12.67,0.000347,Monthly,5,Agriculture,0,None,1,1,0,585,10.52,4.13,0,0,0
b18a8813-c309-454c-b792-415726bf3db8,40,Female,Secondary,Unemployed,6,6,Rural,169.6,426.09,10997.59,299,3,11.09,0.000304,Bi-weekly,2,Agriculture,1,Vehicle,0,2,0,622,10.31,1.13,0,0,0
588be83f-2042-47c0-a5b8-5982b652efab,34,Female,Primary,Self-employed,4,5,Urban,133.04,296.63,7211.49,191,6,12.19,0.000334,Monthly,5,Health,0,None,1,0,0,539,13.33,3.63,0,0,0
ed45601b-0225-4a34-9493-7fc3cbd462a4,27,Female,Secondary,Self-employed,6,3,Urban,141.22,317.87,7801.45,174,6,12.18,0.000334,Weekly,1,Health,0,None,0,3,1,445,9.1,4.04,0,0,0
aa35f15e-2c6a-43af-8d8d-4d876dbf5725,27,Male,Secondary,Informal,7,5,Rural,149.99,375.63,8995.94,322,24,16.96,0.000465,Weekly,7,Agriculture,0,None,1,2,1,529,15.89,-0.07,0,0,0
afabf5ac-95c0-4f99-8264-66f29c2e6fd8,26,Male,Tertiary,Informal,0,6,Rural,385.11,458.28,11618.8,254,3,23.08,0.000632,Weekly,3,Agriculture,0,None,1,3,0,584,10.88,1.79,0,0,0
ef0fbf7a-35b7-4408-b680-597242684eb1,24,Male,None,Salaried,7,3,Urban,85.54,471.9,11786.38,236,6,16.08,0.000441,Weekly,2,Agriculture,0,None,1,2,0,504,9.31,4.11,0,0,0
f0f765b0-1f3b-4e17-8eed-9165b0f09c3b,62,Male,Primary,Salaried,19,7,Rural,361.99,691.44,16953.29,134,12,13.46,0.000369,Weekly,3,Trading,0,None,1,2,0,493,14.58,-0.47,0,1,1
6451f97e-1ff8-4d49-886b-70da96fedf25,39,Female,None,Salaried,12,6,Rural,145.17,266.23,6159.86,148,6,11.11,0.000304,Monthly,3,Education,1,Land,1,0,0,537,11.32,6.67,0,0,0
e3e17207-5f2a-4e43-9ec9-ab26fe36d546,46,Male,Secondary,Self-employed,12,2,Rural,137.14,420.86,10316.8,282,12,12.98,0.000356,Monthly,1,Trading,0,None,0,0,0,521,8.41,4.31,0,0,0
fd02e644-dd5b-494e-87ba-381876a22352,29,Female,Secondary,Self-employed,8,5,Urban,230.44,482.53,10987.77,99,12,11.57,0.000317,Weekly,5,Services,0,None,0,1,0,559,10.07,-0.5,0,0,0
2cf27d10-6619-4a1b-8b41-8891491ac270,33,Female,Primary,Informal,15,3,Urban,94.68,504.65,12135.73,156,6,11.81,0.000323,Weekly,4,Agriculture,1,Land,1,4,1,450,13.3,3.32,0,0,0
cbadcbd3-cf65-4c56-a9b4-0ba5d4636586,26,Female,Primary,Salaried,4,1,Urban,179.93,685.01,16272.93,268,12,13.01,0.000356,Monthly,3,Services,1,Land,0,1,0,540,11.35,5.26,0,0,0
c6f98b70-340f-499e-ac7d-ba379e1adba2,18,Male,Secondary,Self-employed,0,4,Rural,149.27,377.17,9292.26,143,6,14.57,0.000399,Weekly,1,Health,0,None,1,5,2,365,11.69,1.85,1,1,1
24d53480-4941-42a3-bd24-e501fc15e9c2,18,Female,Primary,Self-employed,0,4,Urban,223.89,816.29,20728.17,148,9,12.18,0.000334,Monthly,4,Agriculture,0,None,0,1,0,619,13.33,3.23,0,0,0
1390baf1-27f8-4d1f-b757-07171d2a76d2,18,Female,Tertiary,Salaried,2,10,Urban,437.04,919.86,22766.63,118,18,18.51,0.000507,Monthly,5,Education,0,None,0,1,0,675,7.09,2.02,0,0,1
8f368a6b-c9ab-450c-8cda-b1b4a3c9083e,18,Male,Tertiary,Self-employed,2,4,Rural,107.81,106.8,2573.2,244,6,18.79,0.000515,Monthly,4,Agriculture,0,None,0,2,0,521,8.8,3.04,0,0,0
faa4d4a6-e277-4f74-a7dd-944f3ca90624,21,Female,Tertiary,Self-employed,0,5,Rural,172.27,661.98,16280.36,273,24,14.7,0.000403,Weekly,3,Agriculture,0,None,1,2,0,548,11.97,3.62,0,0,0
